epoch	step	loss	l1	ciou	train_iou	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
208	2090	0.3032	0.0105	0.1253	0.8760	0.9325	0.2176	0.4129	0.0846	0.0000	0.0000	0.1221	0.0972	960
209	2100	0.2285	0.0085	0.0929	0.9077	0.9317	0.2100	0.4080	0.0597	0.0000	0.0000	0.1190	0.0920	965
210	2110	0.2394	0.0088	0.0978	0.9029	0.9309	0.2030	0.4080	0.0597	0.0000	0.0000	0.1149	0.0888	969
211	2120	0.2367	0.0089	0.0960	0.9046	0.9300	0.2182	0.4129	0.0846	0.0050	0.0000	0.1273	0.0912	974
212	2130	0.2645	0.0106	0.1057	0.8950	0.9292	0.2138	0.4080	0.0697	0.0000	0.0000	0.1206	0.0944	979
213	2140	0.2697	0.0101	0.1095	0.8913	0.9283	0.2071	0.4030	0.0647	0.0000	0.0000	0.1170	0.0910	983
214	2150	0.2658	0.0102	0.1074	0.8933	0.9275	0.2147	0.4179	0.0746	0.0000	0.0000	0.1156	0.1012	988
215	2160	0.2601	0.0095	0.1062	0.8946	0.9266	0.2147	0.4129	0.0945	0.0000	0.0000	0.1204	0.0948	993
216	2170	0.2542	0.0098	0.1027	0.8979	0.9258	0.2091	0.4080	0.0896	0.0000	0.0000	0.1096	0.1016	997
217	2180	0.2609	0.0093	0.1073	0.8935	0.9249	0.2177	0.3980	0.1045	0.0000	0.0000	0.1221	0.0976	1002
218	2190	0.2868	0.0105	0.1170	0.8840	0.9240	0.2216	0.4328	0.1095	0.0000	0.0000	0.1205	0.1040	1006
219	2200	0.2527	0.0096	0.1023	0.8984	0.9231	0.2231	0.4478	0.0846	0.0000	0.0000	0.1198	0.1060	1011
220	2210	0.2615	0.0101	0.1056	0.8951	0.9223	0.2145	0.4129	0.0846	0.0000	0.0000	0.1228	0.0940	1016
221	2220	0.2677	0.0101	0.1087	0.8921	0.9214	0.2207	0.3980	0.1045	0.0000	0.0000	0.1241	0.0991	1020
222	2230	0.2309	0.0084	0.0944	0.9061	0.9205	0.2044	0.3781	0.0746	0.0000	0.0000	0.1118	0.0947	1025
223	2240	0.2743	0.0093	0.1138	0.8871	0.9196	0.2156	0.4080	0.0995	0.0000	0.0000	0.1157	0.1028	1030
224	2250	0.2835	0.0112	0.1138	0.8871	0.9187	0.2071	0.4030	0.0846	0.0000	0.0000	0.1134	0.0952	1034
225	2260	0.2349	0.0091	0.0948	0.9058	0.9178	0.2146	0.4428	0.0796	0.0000	0.0000	0.1163	0.0999	1039
226	2270	0.2383	0.0088	0.0972	0.9034	0.9169	0.2073	0.4328	0.0796	0.0000	0.0000	0.1143	0.0947	1043
227	2280	0.2170	0.0080	0.0886	0.9120	0.9159	0.2053	0.3881	0.0547	0.0000	0.0000	0.1154	0.0921	1048
228	2290	0.2315	0.0091	0.0931	0.9076	0.9150	0.2122	0.3980	0.0796	0.0050	0.0000	0.1170	0.0968	1052
229	2300	0.2491	0.0090	0.1021	0.8986	0.9141	0.2043	0.3831	0.0746	0.0000	0.0000	0.1162	0.0892	1057
230	2310	0.2600	0.0095	0.1062	0.8944	0.9132	0.2183	0.4229	0.0995	0.0050	0.0000	0.1192	0.1009	1061
231	2320	0.2338	0.0089	0.0948	0.9057	0.9122	0.2154	0.4080	0.0846	0.0000	0.0000	0.1203	0.0960	1066
232	2330	0.2644	0.0098	0.1078	0.8929	0.9113	0.2140	0.4328	0.0896	0.0050	0.0000	0.1214	0.0922	1071
233	2340	0.2473	0.0096	0.0998	0.9008	0.9104	0.2127	0.4179	0.0846	0.0050	0.0000	0.1238	0.0895	1075
234	2350	0.2672	0.0099	0.1088	0.8921	0.9094	0.2126	0.4129	0.0896	0.0000	0.0000	0.1200	0.0931	1080
235	2360	0.2704	0.0097	0.1110	0.8899	0.9085	0.2009	0.3632	0.0697	0.0050	0.0000	0.1152	0.0859	1085
236	2370	0.2602	0.0090	0.1076	0.8933	0.9075	0.2030	0.3781	0.0697	0.0050	0.0000	0.1175	0.0858	1089
237	2380	0.2401	0.0086	0.0984	0.9022	0.9065	0.2062	0.3831	0.0746	0.0050	0.0000	0.1141	0.0937	1094
238	2390	0.2497	0.0087	0.1030	0.8978	0.9056	0.2041	0.3831	0.0547	0.0000	0.0000	0.1114	0.0933	1099
239	2400	0.2257	0.0087	0.0910	0.9095	0.9046	0.2023	0.3831	0.0647	0.0000	0.0000	0.1105	0.0926	1103
240	2410	0.2239	0.0088	0.0899	0.9106	0.9036	0.2107	0.4229	0.0796	0.0000	0.0000	0.1222	0.0895	1108
241	2420	0.2356	0.0088	0.0958	0.9047	0.9027	0.2025	0.3881	0.0597	0.0000	0.0000	0.1145	0.0908	1112
242	2430	0.2350	0.0094	0.0939	0.9066	0.9017	0.2112	0.4129	0.0647	0.0000	0.0000	0.1212	0.0924	1117
243	2440	0.2169	0.0083	0.0877	0.9127	0.9007	0.2086	0.3881	0.0746	0.0000	0.0000	0.1145	0.0969	1122
244	2450	0.2140	0.0084	0.0861	0.9143	0.8997	0.2174	0.4179	0.0896	0.0000	0.0000	0.1151	0.1052	1126
245	2460	0.2100	0.0081	0.0847	0.9157	0.8987	0.2102	0.3980	0.0796	0.0000	0.0000	0.1147	0.0975	1131
246	2470	0.2280	0.0085	0.0928	0.9077	0.8977	0.2138	0.3980	0.0647	0.0050	0.0000	0.1156	0.1011	1135
247	2480	0.2407	0.0087	0.0986	0.9021	0.8967	0.2115	0.4030	0.0547	0.0050	0.0000	0.1177	0.0954	1140
248	2490	0.2164	0.0079	0.0884	0.9122	0.8957	0.2099	0.4080	0.0647	0.0000	0.0000	0.1155	0.0973	1144
249	2500	0.2241	0.0084	0.0910	0.9095	0.8947	0.2108	0.4030	0.0896	0.0050	0.0000	0.1157	0.0976	1149
250	2510	0.2196	0.0085	0.0885	0.9120	0.8937	0.2175	0.4229	0.1045	0.0050	0.0000	0.1181	0.1015	1153
251	2520	0.2257	0.0087	0.0911	0.9094	0.8926	0.2146	0.4129	0.1095	0.0000	0.0000	0.1218	0.0959	1158
252	2530	0.2417	0.0086	0.0994	0.9012	0.8916	0.2091	0.3781	0.1095	0.0000	0.0000	0.1149	0.0965	1163
253	2540	0.2218	0.0081	0.0906	0.9099	0.8906	0.2154	0.3980	0.0945	0.0000	0.0000	0.1253	0.0930	1167
254	2550	0.2096	0.0076	0.0858	0.9146	0.8895	0.2139	0.4229	0.0995	0.0000	0.0000	0.1196	0.0970	1172
255	2560	0.1909	0.0072	0.0776	0.9228	0.8885	0.2052	0.3930	0.0746	0.0000	0.0000	0.1137	0.0937	1176
256	2570	0.2023	0.0075	0.0823	0.9182	0.8875	0.2132	0.4129	0.0896	0.0050	0.0000	0.1168	0.0985	1181
257	2580	0.2218	0.0083	0.0903	0.9103	0.8864	0.2145	0.4080	0.0697	0.0000	0.0000	0.1196	0.0966	1185
258	2590	0.2382	0.0095	0.0954	0.9051	0.8854	0.2055	0.3881	0.0597	0.0050	0.0000	0.1158	0.0925	1190
259	2600	0.2368	0.0090	0.0959	0.9048	0.8843	0.2086	0.4030	0.0896	0.0050	0.0000	0.1206	0.0889	1194
260	2610	0.2289	0.0086	0.0930	0.9075	0.8832	0.2038	0.3980	0.0597	0.0050	0.0000	0.1174	0.0885	1199
261	2620	0.2394	0.0087	0.0979	0.9027	0.8822	0.2099	0.4080	0.0846	0.0050	0.0000	0.1199	0.0922	1204
262	2630	0.2244	0.0083	0.0914	0.9092	0.8811	0.2100	0.3930	0.0846	0.0050	0.0000	0.1227	0.0887	1208
263	2640	0.2218	0.0083	0.0902	0.9104	0.8800	0.2157	0.4080	0.1045	0.0050	0.0000	0.1180	0.0993	1213
264	2650	0.2199	0.0082	0.0893	0.9112	0.8790	0.2174	0.4179	0.0846	0.0050	0.0000	0.1196	0.0990	1218
265	2660	0.2219	0.0082	0.0905	0.9100	0.8779	0.2085	0.3731	0.0746	0.0000	0.0000	0.1165	0.0942	1222
266	2670	0.2069	0.0079	0.0836	0.9168	0.8768	0.2240	0.4080	0.0995	0.0050	0.0000	0.1242	0.1017	1227
267	2680	0.2172	0.0077	0.0894	0.9112	0.8757	0.2120	0.3930	0.0945	0.0050	0.0000	0.1153	0.0989	1231
268	2690	0.2266	0.0082	0.0928	0.9078	0.8746	0.2116	0.3930	0.0796	0.0050	0.0000	0.1127	0.1020	1236
269	2700	0.2326	0.0084	0.0953	0.9053	0.8735	0.2152	0.4179	0.0896	0.0000	0.0000	0.1236	0.0936	1241
270	2710	0.2428	0.0090	0.0988	0.9017	0.8724	0.2117	0.3781	0.0995	0.0000	0.0000	0.1169	0.0975	1245
271	2720	0.2370	0.0087	0.0967	0.9039	0.8713	0.2147	0.4129	0.1045	0.0000	0.0000	0.1197	0.0967	1250
272	2730	0.1962	0.0070	0.0806	0.9200	0.8702	0.2163	0.4129	0.0995	0.0000	0.0000	0.1223	0.0955	1255
273	2740	0.2272	0.0091	0.0908	0.9096	0.8691	0.2079	0.3831	0.0896	0.0000	0.0000	0.1129	0.0970	1259
274	2750	0.2273	0.0091	0.0909	0.9096	0.8680	0.2128	0.3831	0.1045	0.0000	0.0000	0.1212	0.0931	1263
275	2760	0.2213	0.0083	0.0898	0.9108	0.8669	0.2108	0.4229	0.1045	0.0050	0.0000	0.1198	0.0925	1268
276	2770	0.2308	0.0090	0.0928	0.9077	0.8657	0.2083	0.3781	0.0746	0.0000	0.0000	0.1171	0.0931	1272
277	2780	0.2393	0.0090	0.0971	0.9034	0.8646	0.2139	0.3980	0.0995	0.0000	0.0000	0.1194	0.0963	1277
278	2790	0.2377	0.0089	0.0966	0.9040	0.8635	0.2101	0.3980	0.0995	0.0000	0.0000	0.1137	0.0992	1282
279	2800	0.2253	0.0085	0.0914	0.9092	0.8623	0.2080	0.3881	0.0945	0.0000	0.0000	0.1125	0.0975	1286
280	2810	0.1995	0.0077	0.0805	0.9199	0.8612	0.2104	0.3930	0.0846	0.0050	0.0000	0.1174	0.0955	1291
281	2820	0.1944	0.0079	0.0774	0.9230	0.8600	0.2076	0.4030	0.0796	0.0000	0.0000	0.1160	0.0932	1295
282	2830	0.2085	0.0077	0.0851	0.9154	0.8589	0.2086	0.3781	0.0896	0.0050	0.0000	0.1116	0.0987	1300
283	2840	0.1802	0.0070	0.0727	0.9277	0.8577	0.2094	0.3831	0.0796	0.0000	0.0000	0.1120	0.1000	1304
284	2850	0.2260	0.0079	0.0932	0.9073	0.8566	0.2153	0.4080	0.0846	0.0000	0.0000	0.1170	0.1002	1309
285	2860	0.2070	0.0079	0.0839	0.9166	0.8554	0.2067	0.3781	0.0846	0.0000	0.0000	0.1147	0.0941	1313
286	2870	0.1958	0.0072	0.0799	0.9205	0.8543	0.2056	0.4030	0.0647	0.0000	0.0000	0.1144	0.0921	1318
287	2880	0.1967	0.0080	0.0783	0.9221	0.8531	0.2026	0.3980	0.0697	0.0000	0.0000	0.1146	0.0899	1322
288	2890	0.2011	0.0071	0.0828	0.9176	0.8519	0.2083	0.4129	0.0896	0.0050	0.0000	0.1189	0.0917	1327
289	2900	0.1973	0.0071	0.0810	0.9194	0.8507	0.2133	0.3881	0.0945	0.0050	0.0000	0.1203	0.0959	1331
290	2910	0.2248	0.0079	0.0926	0.9083	0.8496	0.2106	0.4030	0.0896	0.0000	0.0000	0.1175	0.0946	1336
291	2920	0.2129	0.0075	0.0876	0.9129	0.8484	0.2080	0.3930	0.0846	0.0050	0.0000	0.1203	0.0889	1341
292	2930	0.1912	0.0066	0.0790	0.9214	0.8472	0.2181	0.4279	0.1045	0.0000	0.0000	0.1242	0.0960	1345
293	2940	0.1962	0.0074	0.0796	0.9209	0.8460	0.2074	0.3881	0.0995	0.0050	0.0000	0.1175	0.0909	1350
294	2950	0.1858	0.0070	0.0754	0.9250	0.8448	0.2033	0.3881	0.0647	0.0050	0.0000	0.1186	0.0858	1354
295	2960	0.1943	0.0075	0.0783	0.9221	0.8436	0.2025	0.3682	0.0746	0.0000	0.0000	0.1132	0.0905	1359
296	2970	0.2271	0.0079	0.0938	0.9068	0.8424	0.2034	0.3980	0.0647	0.0000	0.0000	0.1177	0.0872	1364
297	2980	0.1752	0.0068	0.0705	0.9298	0.8412	0.2134	0.4229	0.0796	0.0000	0.0000	0.1192	0.0957	1368
298	2990	0.1863	0.0073	0.0749	0.9254	0.8400	0.2121	0.4179	0.0846	0.0050	0.0000	0.1201	0.0932	1373
299	3000	0.1959	0.0075	0.0792	0.9211	0.8388	0.2111	0.4030	0.1045	0.0000	0.0000	0.1199	0.0926	1378
300	3010	0.2202	0.0080	0.0902	0.9103	0.8375	0.2116	0.4179	0.0796	0.0000	0.0000	0.1164	0.0987	1382
301	3020	0.2089	0.0076	0.0854	0.9150	0.8363	0.2207	0.4229	0.0945	0.0000	0.0000	0.1271	0.0948	1387
302	3030	0.1669	0.0065	0.0671	0.9332	0.8351	0.2203	0.3980	0.1095	0.0000	0.0000	0.1190	0.1041	1392
303	3040	0.2077	0.0077	0.0845	0.9162	0.8339	0.2060	0.3831	0.0896	0.0050	0.0000	0.1201	0.0870	1397
304	3050	0.1886	0.0067	0.0776	0.9228	0.8326	0.2100	0.4229	0.0896	0.0050	0.0000	0.1231	0.0890	1402
305	3060	0.1926	0.0067	0.0795	0.9209	0.8314	0.2108	0.4129	0.0746	0.0050	0.0000	0.1127	0.1001	1407
306	3070	0.1972	0.0073	0.0802	0.9203	0.8302	0.2127	0.3980	0.0945	0.0000	0.0000	0.1172	0.0960	1411
307	3080	0.2037	0.0078	0.0824	0.9180	0.8289	0.2196	0.4229	0.0796	0.0050	0.0000	0.1189	0.1027	1416
308	3090	0.2321	0.0084	0.0951	0.9055	0.8277	0.2238	0.4229	0.0896	0.0000	0.0000	0.1241	0.1009	1421
309	3100	0.1935	0.0073	0.0786	0.9218	0.8264	0.2196	0.4179	0.0995	0.0050	0.0000	0.1232	0.0974	1426
310	3110	0.1976	0.0074	0.0802	0.9202	0.8252	0.2189	0.4279	0.0846	0.0000	0.0000	0.1192	0.1016	1431
311	3120	0.2051	0.0075	0.0837	0.9168	0.8239	0.2162	0.4328	0.0896	0.0000	0.0000	0.1213	0.0968	1435
312	3130	0.2014	0.0073	0.0825	0.9181	0.8226	0.2132	0.4080	0.0796	0.0000	0.0000	0.1194	0.0957	1440
313	3140	0.2122	0.0078	0.0865	0.9142	0.8214	0.2202	0.4328	0.0896	0.0000	0.0000	0.1240	0.0992	1445
314	3150	0.2023	0.0074	0.0827	0.9178	0.8201	0.2105	0.4229	0.0597	0.0000	0.0000	0.1206	0.0930	1450
315	3160	0.1863	0.0071	0.0753	0.9250	0.8188	0.2026	0.3881	0.0746	0.0050	0.0000	0.1181	0.0873	1454
316	3170	0.2002	0.0080	0.0801	0.9202	0.8176	0.2055	0.3682	0.0697	0.0050	0.0000	0.1135	0.0950	1459
317	3180	0.1943	0.0073	0.0790	0.9214	0.8163	0.2125	0.3831	0.0746	0.0000	0.0000	0.1191	0.0966	1464
318	3190	0.1877	0.0067	0.0772	0.9232	0.8150	0.2081	0.3881	0.0697	0.0050	0.0000	0.1197	0.0905	1468
319	3200	0.2340	0.0080	0.0971	0.9037	0.8137	0.2037	0.3881	0.0746	0.0050	0.0000	0.1167	0.0891	1473
320	3210	0.1605	0.0062	0.0647	0.9355	0.8124	0.2112	0.3980	0.0896	0.0000	0.0000	0.1179	0.0961	1477
321	3220	0.1894	0.0068	0.0778	0.9226	0.8111	0.2174	0.4030	0.0995	0.0050	0.0000	0.1181	0.1019	1482
322	3230	0.1817	0.0066	0.0744	0.9260	0.8098	0.2165	0.4080	0.0796	0.0050	0.0000	0.1167	0.1023	1486
323	3240	0.2016	0.0075	0.0820	0.9185	0.8085	0.2138	0.3980	0.0846	0.0000	0.0000	0.1154	0.1014	1491
324	3250	0.2051	0.0075	0.0839	0.9165	0.8072	0.2167	0.4179	0.0796	0.0000	0.0000	0.1267	0.0918	1496
325	3260	0.1759	0.0068	0.0710	0.9293	0.8059	0.2151	0.4179	0.0697	0.0000	0.0000	0.1248	0.0916	1500
326	3270	0.1891	0.0070	0.0771	0.9232	0.8046	0.2098	0.3980	0.0697	0.0050	0.0000	0.1215	0.0902	1505
327	3280	0.2044	0.0080	0.0822	0.9182	0.8033	0.2098	0.3930	0.0746	0.0000	0.0000	0.1149	0.0977	1509
328	3290	0.2088	0.0082	0.0838	0.9166	0.8020	0.2124	0.4279	0.0846	0.0050	0.0000	0.1180	0.0966	1514
329	3300	0.1786	0.0065	0.0731	0.9272	0.8007	0.2127	0.4229	0.0846	0.0000	0.0000	0.1147	0.1002	1518
330	3310	0.1698	0.0065	0.0686	0.9317	0.7993	0.2106	0.4328	0.0896	0.0000	0.0000	0.1174	0.0962	1523
331	3320	0.1751	0.0066	0.0711	0.9292	0.7980	0.2078	0.3682	0.0796	0.0000	0.0000	0.1153	0.0953	1527
332	3330	0.1830	0.0071	0.0739	0.9265	0.7967	0.2119	0.4080	0.1045	0.0050	0.0000	0.1144	0.1002	1532
333	3340	0.2092	0.0077	0.0854	0.9152	0.7954	0.2076	0.4030	0.0796	0.0000	0.0000	0.1111	0.0981	1536
334	3350	0.2163	0.0079	0.0883	0.9123	0.7940	0.2111	0.4179	0.0945	0.0000	0.0000	0.1177	0.0958	1541
335	3360	0.1754	0.0066	0.0712	0.9291	0.7927	0.2064	0.3731	0.0796	0.0000	0.0000	0.1172	0.0914	1545
336	3370	0.1877	0.0075	0.0750	0.9253	0.7913	0.2077	0.4030	0.0796	0.0000	0.0000	0.1152	0.0936	1550
337	3380	0.1851	0.0068	0.0755	0.9248	0.7900	0.2080	0.3980	0.0746	0.0000	0.0000	0.1166	0.0931	1554
338	3390	0.2157	0.0081	0.0875	0.9130	0.7887	0.2161	0.3980	0.0896	0.0000	0.0000	0.1227	0.0959	1559
339	3400	0.1867	0.0066	0.0769	0.9234	0.7873	0.2091	0.3980	0.0846	0.0050	0.0000	0.1182	0.0940	1563
340	3410	0.1826	0.0064	0.0753	0.9250	0.7859	0.2110	0.4030	0.0896	0.0050	0.0000	0.1163	0.0973	1568
341	3420	0.1805	0.0065	0.0740	0.9264	0.7846	0.2119	0.4328	0.0945	0.0050	0.0000	0.1173	0.0961	1572
342	3430	0.1783	0.0065	0.0728	0.9275	0.7832	0.2060	0.3930	0.0697	0.0000	0.0000	0.1201	0.0871	1577
343	3440	0.1717	0.0063	0.0702	0.9301	0.7819	0.2100	0.4030	0.0647	0.0050	0.0000	0.1212	0.0907	1581
344	3450	0.1845	0.0067	0.0755	0.9250	0.7805	0.2128	0.4030	0.0896	0.0050	0.0000	0.1198	0.0944	1586
345	3460	0.1867	0.0069	0.0760	0.9244	0.7791	0.2142	0.3881	0.0945	0.0050	0.0000	0.1198	0.0964	1590
346	3470	0.1800	0.0064	0.0739	0.9265	0.7778	0.2084	0.4080	0.0746	0.0050	0.0000	0.1100	0.1007	1595
347	3480	0.1948	0.0070	0.0798	0.9207	0.7764	0.2121	0.4080	0.0796	0.0000	0.0000	0.1155	0.0978	1600
348	3490	0.1882	0.0072	0.0760	0.9243	0.7750	0.1999	0.3831	0.0746	0.0000	0.0000	0.1098	0.0920	1604
349	3500	0.2028	0.0070	0.0838	0.9166	0.7736	0.2205	0.4478	0.0995	0.0000	0.0000	0.1148	0.1087	1609
350	3510	0.2159	0.0079	0.0882	0.9122	0.7722	0.2145	0.4080	0.0746	0.0000	0.0000	0.1168	0.1004	1613
351	3520	0.2122	0.0080	0.0862	0.9143	0.7708	0.2223	0.4328	0.0846	0.0050	0.0000	0.1187	0.1064	1618
352	3530	0.1974	0.0073	0.0805	0.9199	0.7694	0.2125	0.4030	0.0647	0.0050	0.0000	0.1141	0.1015	1623
353	3540	0.1905	0.0070	0.0778	0.9226	0.7681	0.2136	0.4129	0.0995	0.0050	0.0000	0.1146	0.1007	1627
354	3550	0.2010	0.0072	0.0825	0.9179	0.7667	0.2158	0.3881	0.0896	0.0050	0.0000	0.1151	0.1035	1632
355	3560	0.1760	0.0066	0.0716	0.9287	0.7653	0.2075	0.3980	0.0697	0.0050	0.0000	0.1107	0.0985	1636
356	3570	0.1548	0.0057	0.0631	0.9372	0.7639	0.2101	0.4080	0.0697	0.0050	0.0000	0.1157	0.0965	1641
357	3580	0.1558	0.0062	0.0623	0.9379	0.7624	0.2153	0.3881	0.0846	0.0000	0.0000	0.1148	0.1028	1646
358	3590	0.1654	0.0060	0.0677	0.9326	0.7610	0.2115	0.3930	0.0697	0.0050	0.0000	0.1126	0.1008	1650
359	3600	0.1791	0.0062	0.0741	0.9262	0.7596	0.2108	0.3781	0.0896	0.0000	0.0000	0.1187	0.0948	1655
360	3610	0.1873	0.0066	0.0771	0.9234	0.7582	0.2108	0.4129	0.0846	0.0050	0.0000	0.1218	0.0918	1659
361	3620	0.2097	0.0073	0.0866	0.9139	0.7568	0.2114	0.4080	0.0746	0.0050	0.0000	0.1194	0.0946	1664
362	3630	0.1679	0.0063	0.0682	0.9321	0.7554	0.2136	0.3831	0.0796	0.0000	0.0000	0.1151	0.1005	1669
363	3640	0.1976	0.0071	0.0811	0.9196	0.7540	0.2145	0.4080	0.0846	0.0000	0.0000	0.1182	0.0983	1673
364	3650	0.1815	0.0066	0.0743	0.9260	0.7525	0.2136	0.4080	0.0846	0.0000	0.0000	0.1132	0.1025	1678
365	3660	0.1734	0.0063	0.0710	0.9293	0.7511	0.2175	0.3980	0.0995	0.0050	0.0000	0.1116	0.1077	1682
366	3670	0.1593	0.0059	0.0648	0.9354	0.7497	0.2140	0.3881	0.0746	0.0000	0.0000	0.1112	0.1043	1687
367	3680	0.1632	0.0060	0.0665	0.9338	0.7482	0.2083	0.3781	0.0746	0.0000	0.0000	0.1072	0.1038	1692
368	3690	0.1808	0.0065	0.0740	0.9263	0.7468	0.2101	0.3881	0.0647	0.0050	0.0000	0.1120	0.1011	1696
369	3700	0.1764	0.0064	0.0723	0.9281	0.7454	0.2111	0.3980	0.0896	0.0050	0.0000	0.1095	0.1047	1701
370	3710	0.1758	0.0065	0.0716	0.9287	0.7439	0.2137	0.4179	0.0796	0.0050	0.0000	0.1168	0.0991	1705
371	3720	0.1802	0.0062	0.0745	0.9258	0.7425	0.2157	0.4129	0.0846	0.0000	0.0000	0.1181	0.1006	1710
372	3730	0.1669	0.0057	0.0692	0.9311	0.7410	0.2165	0.4229	0.0945	0.0000	0.0000	0.1183	0.1008	1715
373	3740	0.1789	0.0061	0.0741	0.9263	0.7396	0.2120	0.4179	0.0547	0.0000	0.0000	0.1193	0.0948	1719
374	3750	0.1598	0.0057	0.0657	0.9345	0.7381	0.2092	0.3781	0.0746	0.0000	0.0000	0.1190	0.0910	1724
375	3760	0.1767	0.0064	0.0724	0.9279	0.7367	0.2164	0.4378	0.0746	0.0000	0.0000	0.1197	0.0988	1728
376	3770	0.1408	0.0052	0.0575	0.9427	0.7352	0.2183	0.4229	0.0945	0.0000	0.0000	0.1181	0.1025	1733
377	3780	0.1928	0.0074	0.0780	0.9224	0.7337	0.2158	0.4129	0.0846	0.0000	0.0000	0.1147	0.1036	1737
378	3790	0.1561	0.0060	0.0630	0.9372	0.7323	0.2124	0.3980	0.0746	0.0000	0.0000	0.1186	0.0967	1742
379	3800	0.1529	0.0055	0.0628	0.9375	0.7308	0.2152	0.4030	0.0995	0.0000	0.0000	0.1193	0.0988	1747
380	3810	0.1537	0.0054	0.0633	0.9370	0.7293	0.2110	0.3831	0.0896	0.0000	0.0000	0.1150	0.0991	1751
381	3820	0.1872	0.0060	0.0787	0.9217	0.7279	0.2042	0.3831	0.0647	0.0000	0.0000	0.1129	0.0947	1756
382	3830	0.1461	0.0054	0.0595	0.9407	0.7264	0.2116	0.3831	0.0796	0.0000	0.0000	0.1126	0.1019	1760
383	3840	0.1501	0.0056	0.0611	0.9391	0.7249	0.2075	0.3930	0.0796	0.0000	0.0000	0.1130	0.0969	1765
384	3850	0.1474	0.0055	0.0601	0.9402	0.7235	0.2123	0.4080	0.0896	0.0000	0.0000	0.1171	0.0982	1769
385	3860	0.1687	0.0060	0.0693	0.9310	0.7220	0.2099	0.3881	0.0896	0.0000	0.0000	0.1164	0.0963	1774
386	3870	0.1647	0.0057	0.0680	0.9323	0.7205	0.2075	0.3980	0.0796	0.0000	0.0000	0.1130	0.0968	1778
387	3880	0.1738	0.0063	0.0712	0.9292	0.7190	0.2153	0.3881	0.1045	0.0000	0.0000	0.1113	0.1067	1783
388	3890	0.1637	0.0063	0.0662	0.9341	0.7175	0.2103	0.4179	0.0547	0.0050	0.0000	0.1121	0.1001	1788
389	3900	0.1936	0.0068	0.0798	0.9206	0.7160	0.2162	0.3881	0.0896	0.0000	0.0000	0.1130	0.1057	1792
390	3910	0.1762	0.0064	0.0720	0.9283	0.7145	0.2127	0.4030	0.0846	0.0050	0.0000	0.1138	0.1015	1796
391	3920	0.1654	0.0060	0.0676	0.9327	0.7130	0.2184	0.4279	0.0995	0.0050	0.0000	0.1213	0.0986	1801
392	3930	0.1637	0.0060	0.0668	0.9335	0.7115	0.2094	0.3881	0.0846	0.0000	0.0000	0.1175	0.0943	1805
393	3940	0.1727	0.0065	0.0701	0.9302	0.7100	0.2112	0.3930	0.0796	0.0050	0.0000	0.1130	0.1006	1810
394	3950	0.1827	0.0069	0.0742	0.9262	0.7085	0.2094	0.4030	0.0846	0.0000	0.0000	0.1151	0.0971	1815
395	3960	0.1773	0.0065	0.0724	0.9279	0.7070	0.2138	0.4030	0.0945	0.0000	0.0000	0.1141	0.1022	1819
396	3970	0.2104	0.0071	0.0873	0.9132	0.7055	0.2118	0.3930	0.0846	0.0000	0.0000	0.1159	0.0985	1824
397	3980	0.1734	0.0064	0.0707	0.9297	0.7040	0.2048	0.3980	0.0846	0.0000	0.0000	0.1121	0.0949	1828
398	3990	0.1573	0.0057	0.0644	0.9358	0.7025	0.2091	0.3930	0.0945	0.0000	0.0000	0.1133	0.0978	1833
399	4000	0.1594	0.0060	0.0648	0.9354	0.7010	0.2156	0.4229	0.0995	0.0000	0.0000	0.1130	0.1047	1837
400	4010	0.1629	0.0061	0.0662	0.9341	0.6995	0.2112	0.4030	0.0896	0.0050	0.0000	0.1132	0.0999	1842
401	4020	0.1529	0.0057	0.0623	0.9380	0.6980	0.2078	0.3831	0.0746	0.0000	0.0000	0.1154	0.0930	1847
402	4030	0.1632	0.0060	0.0667	0.9336	0.6964	0.2076	0.4129	0.0896	0.0000	0.0000	0.1122	0.0978	1851
403	4040	0.1516	0.0056	0.0619	0.9383	0.6949	0.2131	0.4129	0.0995	0.0000	0.0000	0.1156	0.0998	1856
404	4050	0.1910	0.0072	0.0774	0.9230	0.6934	0.2082	0.3881	0.0846	0.0000	0.0000	0.1148	0.0955	1860
405	4060	0.2062	0.0072	0.0851	0.9154	0.6919	0.2106	0.4080	0.0796	0.0000	0.0000	0.1149	0.0980	1865
406	4070	0.1672	0.0062	0.0682	0.9321	0.6903	0.2111	0.4179	0.0796	0.0050	0.0000	0.1145	0.0997	1869
407	4080	0.1673	0.0058	0.0692	0.9311	0.6888	0.2105	0.4129	0.0896	0.0000	0.0000	0.1160	0.0971	1874
408	4090	0.1695	0.0059	0.0700	0.9303	0.6873	0.2176	0.4179	0.0995	0.0000	0.0000	0.1180	0.1022	1878
409	4100	0.2152	0.0082	0.0871	0.9135	0.6858	0.2093	0.4129	0.0746	0.0000	0.0000	0.1176	0.0948	1884
410	4110	0.1767	0.0062	0.0729	0.9275	0.6842	0.2099	0.4030	0.0945	0.0000	0.0000	0.1164	0.0953	1889
411	4120	0.1895	0.0068	0.0777	0.9227	0.6827	0.2163	0.4080	0.0945	0.0050	0.0000	0.1179	0.1007	1895
